time,theta,theta_error,omega,torque
11.5,-0.14822879165309688,-0.14822879165309688,-0.12327835160735032,0.0
11.55,-0.15622304972792866,-0.15622304972792866,-0.19710777334032417,5.0
11.600000000000001,-0.16175861524565383,-0.16175861524565383,-0.024836062932658415,5.0
11.65,-0.15872373315812327,-0.15872373315812327,0.1464037322547457,5.0
11.700000000000001,-0.14706624290807335,-0.14706624290807335,0.3207653095444488,-5.0
11.75,-0.139039690082853,-0.139039690082853,0.0010839712078098418,0.0
11.8,-0.14068685041999318,-0.14068685041999318,-0.0670749233894258,0.0
11.850000000000001,-0.1457714958762164,-0.1457714958762164,-0.13669345389354598,0.0
11.9,-0.15440854657669023,-0.15440854657669023,-0.20945710473443302,0.0
11.950000000000001,-0.16679870419386988,-0.16679870419386988,-0.2871179732220408,5.0
12.0,-0.17697535394378727,-0.17697535394378727,-0.12084028030576369,5.0
